,Ville,Secteur,Type,Surface habitable m²,Surface totale m²,Âge du bien,Salons,Chambres,Salle de bain,Garage,Jardin,Piscine,Balcon,Prix / m²,Prix
3350,Rabat,Centre Ville,Appartements,75,75,Neuf,1,3,3,Non,Non,Non,Oui,5066.67,380000.0
3351,Rabat,Centre Ville,Maisons et villas,195,89,11-20 ans,1,5,2,Non,Non,Non,Non,8988.76,800000.0
3352,Rabat,Centre Ville,Maisons et villas,205,100,21+ ans,2,5,3,Oui,Non,Non,Non,20000.0,2000000.0
3353,Rabat,Centre Ville,Maisons et villas,110,110,21+ ans,2,4,2,Non,Non,Non,Non,9090.91,1000000.0
3354,Rabat,Centre Ville,Maisons et villas,120,120,1-5 ans,6,10,4,Non,Non,Non,Non,16666.67,2000000.0
3355,Rabat,Centre Ville,Maisons et villas,120,120,11-20 ans,2,5,2,Non,Non,Non,Non,6333.33,760000.0
3356,Rabat,Centre Ville,Maisons et villas,128,128,1-5 ans,6,10,5,Non,Non,Non,Non,27343.75,3500000.0
3357,Rabat,Hay el Fath,Appartements,60,60,11-20 ans,1,2,2,Non,Non,Non,Non,12500.0,750000.0
3358,Rabat,Hay el Fath,Appartements,60,60,11-20 ans,1,2,1,Non,Non,Non,Non,10833.33,650000.0
3359,Rabat,Hay el Fath,Maisons et villas,108,108,21+ ans,1,5,2,Oui,Non,Non,Non,13703.7,1480000.0
3360,Rabat,Hay el Fath,Maisons et villas,200,108,11-20 ans,2,3,3,Oui,Non,Non,Non,22777.78,2460000.0
3361,Rabat,Hay el Fath,Maisons et villas,200,108,21+ ans,1,5,2,Oui,Oui,Non,Non,20370.37,2200000.0
3362,Rabat,Hay el Fath,Maisons et villas,122,122,11-20 ans,1,5,2,Non,Non,Non,Non,40983.61,5000000.0
3363,Rabat,Hay el Fath,Appartements,125,125,11-20 ans,1,3,1,Non,Non,Non,Non,8800.0,1100000.0
3364,Rabat,Hay el Fath,Appartements,124,162,Neuf,1,3,2,Non,Non,Non,Non,13209.88,2140000.0
3365,Rabat,Hay el Fath,Maisons et villas,150,268,11-20 ans,2,3,2,Oui,Non,Non,Oui,17164.18,4600000.0
3366,Rabat,Hay el Fath,Maisons et villas,390,390,11-20 ans,3,5,3,Oui,Oui,Non,Oui,11025.64,4300000.0
3367,Rabat,Hay Nahda,Maisons et villas,68,69,21+ ans,1,2,1,Non,Non,Non,Non,31884.06,2200000.0
3368,Rabat,Hay Nahda,Maisons et villas,70,70,21+ ans,1,2,1,Non,Non,Non,Non,24285.71,1700000.0
3369,Rabat,Hay Nahda,Maisons et villas,70,70,11-20 ans,2,4,2,Non,Non,Non,Non,20000.0,1400000.0
3370,Rabat,Hay Nahda,Maisons et villas,70,70,11-20 ans,4,6,3,Non,Non,Non,Non,20571.43,1440000.0
3371,Rabat,Hay Nahda,Appartements,85,85,1-5 ans,1,2,1,Non,Non,Non,Non,7647.06,650000.0
3372,Rabat,Hay Nahda,Maisons et villas,108,108,11-20 ans,2,2,1,Oui,Non,Non,Oui,32407.41,3500000.0
3373,Rabat,Hay Nahda,Maisons et villas,244,108,11-20 ans,2,8,4,Oui,Non,Non,Oui,50925.93,5500000.0
3374,Rabat,Hay Nahda,Maisons et villas,118,118,11-20 ans,2,3,2,Oui,Non,Non,Oui,2966.1,350000.0
3375,Rabat,Hay Nahda,Maisons et villas,135,135,1-5 ans,4,5,2,Non,Oui,Non,Oui,28148.15,3800000.0
3376,Rabat,Hay Nahda,Maisons et villas,290,290,11-20 ans,3,5,4,Oui,Oui,Non,Oui,19310.34,5600000.0
3377,Rabat,Hay Nahda,Maisons et villas,529,529,11-20 ans,3,5,2,Oui,Oui,Oui,Non,8695.65,4600000.0
3378,Rabat,Hay Riad,Appartements,68,68,6-10 ans,1,2,1,Non,Non,Non,Non,4558.82,310000.0
3379,Rabat,Hay Riad,Appartements,69,75,1-5 ans,2,2,1,Non,Non,Non,Oui,5466.67,410000.0
3380,Rabat,Hay Riad,Maisons et villas,67,80,1-5 ans,2,2,2,Non,Non,Non,Non,2750.0,220000.0
3381,Rabat,Hay Riad,Appartements,96,96,11-20 ans,2,2,2,Non,Non,Non,Non,5208.33,500000.0
3382,Rabat,Hay Riad,Maisons et villas,108,108,6-10 ans,2,3,2,Oui,Non,Non,Non,4814.81,520000.0
3383,Rabat,Hay Riad,Maisons et villas,338,198,6-10 ans,2,4,3,Oui,Oui,Non,Oui,13636.36,2700000.0
3384,Rabat,Hay Riad,Maisons et villas,315,200,6-10 ans,3,6,4,Oui,Oui,Oui,Oui,15000.0,3000000.0
3385,Rabat,Hay Riad,Appartements,130,130,6-10 ans,2,2,2,Non,Non,Non,Oui,18461.54,2400000.0
3386,Rabat,Hay Riad,Appartements,127,130,11-20 ans,2,3,2,Non,Non,Non,Oui,15384.62,2000000.0
3387,Rabat,Hay Riad,Appartements,143,143,6-10 ans,3,3,3,Non,Non,Non,Non,18671.33,2670000.0
3388,Rabat,Hay Riad,Appartements,147,151,21+ ans,2,4,2,Non,Non,Non,Oui,14569.54,2200000.0
3389,Rabat,Hay Riad,Appartements,157,157,Neuf,1,4,3,Non,Non,Non,Oui,21974.52,3450000.0
3390,Rabat,Hay Riad,Appartements,168,168,6-10 ans,3,3,3,Non,Non,Non,Non,19642.86,3300000.0
3391,Rabat,Hay Riad,Appartements,180,180,11-20 ans,1,3,3,Non,Non,Non,Non,17777.78,3200000.0
3392,Rabat,Hay Riad,Appartements,200,200,1-5 ans,2,5,3,Non,Non,Non,Oui,19500.0,3900000.0
3393,Rabat,Hay Riad,Appartements,200,200,6-10 ans,2,4,3,Non,Non,Non,Non,19500.0,3900000.0
3394,Rabat,Hay Riad,Maisons et villas,202,202,1-5 ans,3,4,3,Oui,Oui,Non,Oui,27227.72,5500000.0
3395,Rabat,Hay Riad,Maisons et villas,220,220,1-5 ans,2,6,4,Oui,Non,Non,Oui,20454.55,4500000.0
3396,Rabat,Hay Riad,Maisons et villas,225,225,1-5 ans,3,4,3,Oui,Oui,Non,Oui,20444.44,4600000.0
3397,Rabat,Hay Riad,Appartements,239,239,Neuf,3,3,3,Non,Non,Non,Non,20083.68,4800000.0
3398,Rabat,Hay Riad,Appartements,240,240,Neuf,1,4,3,Non,Non,Non,Oui,19583.33,4700000.0
3399,Rabat,Hay Riad,Maisons et villas,300,296,Neuf,3,4,3,Oui,Oui,Oui,Oui,21959.46,6500000.0
3400,Rabat,Hay Riad,Maisons et villas,300,300,21+ ans,2,4,3,Oui,Oui,Non,Oui,16666.67,5000000.0
3401,Rabat,Hay Riad,Maisons et villas,300,300,21+ ans,1,2,3,Non,Non,Non,Non,21000.0,6300000.0
3402,Rabat,Hay Riad,Maisons et villas,450,307,11-20 ans,3,6,4,Oui,Oui,Non,Non,23127.04,7100000.0
3403,Rabat,Hay Riad,Maisons et villas,318,318,6-10 ans,3,5,2,Oui,Oui,Oui,Oui,22012.58,7000000.0
3404,Rabat,Hay Riad,Maisons et villas,320,320,1-5 ans,3,8,4,Oui,Oui,Non,Oui,21250.0,6800000.0
3405,Rabat,Hay Riad,Maisons et villas,338,338,Neuf,3,3,3,Non,Non,Non,Non,20710.06,7000000.0
3406,Rabat,Hay Riad,Maisons et villas,340,340,11-20 ans,2,7,3,Non,Non,Non,Non,16470.59,5600000.0
3407,Rabat,Hay Riad,Maisons et villas,490,340,11-20 ans,2,7,3,Oui,Oui,Non,Oui,15882.35,5400000.0
3408,Rabat,Hay Riad,Maisons et villas,400,400,1-5 ans,2,6,2,Non,Non,Non,Oui,13250.0,5300000.0
3409,Rabat,Hay Riad,Maisons et villas,456,456,21+ ans,3,4,2,Non,Non,Non,Non,11622.81,5300000.0
3410,Rabat,Hay Riad,Maisons et villas,380,470,Neuf,3,5,5,Non,Non,Non,Non,14893.62,7000000.0
3411,Rabat,Hay Riad,Maisons et villas,360,480,21+ ans,2,5,3,Oui,Oui,Non,Oui,13125.0,6300000.0
3412,Rabat,Hay Riad,Maisons et villas,300,519,21+ ans,2,4,4,Oui,Non,Non,Oui,12524.08,6500000.0
3413,Rabat,Hay Riad,Maisons et villas,450,536,11-20 ans,4,8,5,Oui,Oui,Non,Oui,11567.16,6200000.0
3414,Rabat,Hay Riad,Maisons et villas,330,536,1-5 ans,2,7,3,Oui,Oui,Non,Oui,13992.54,7500000.0
3415,Rabat,Hay Riad,Maisons et villas,360,550,11-20 ans,3,9,3,Oui,Non,Non,Oui,11818.18,6500000.0
3416,Rabat,Hay Riad,Maisons et villas,560,560,21+ ans,2,5,3,Oui,Oui,Non,Oui,12500.0,7000000.0
3417,Rabat,Hay Riad,Maisons et villas,448,575,Neuf,3,5,4,Oui,Oui,Oui,Oui,16521.74,9500000.0
3418,Rabat,Hay Riad,Maisons et villas,600,600,Neuf,3,4,5,Oui,Oui,Oui,Non,18333.33,11000000.0
3419,Rabat,Hay Riad,Maisons et villas,440,630,6-10 ans,3,5,3,Oui,Oui,Non,Oui,14603.17,9200000.0
3420,Rabat,Hay Riad,Maisons et villas,630,630,6-10 ans,3,4,4,Non,Non,Non,Non,13968.25,8800000.0
3421,Rabat,Hay Riad,Maisons et villas,360,633,21+ ans,3,10+,5,Oui,Oui,Non,Oui,14218.01,9000000.0
3422,Rabat,Hay Riad,Maisons et villas,650,650,1-5 ans,4,10+,6,Oui,Oui,Oui,Oui,12615.38,8200000.0
3423,Rabat,Hay Riad,Maisons et villas,786,786,21+ ans,2,4,5,Oui,Non,Oui,Oui,10941.48,8600000.0
3424,Rabat,Hay Riad,Maisons et villas,850,850,11-20 ans,3,8,4,Non,Non,Non,Non,8823.53,7500000.0
3425,Rabat,Hay Riad,Maisons et villas,889,889,11-20 ans,4,5,5,Non,Non,Non,Non,9561.3,8500000.0
3426,Rabat,Hay Riad,Maisons et villas,909,909,11-20 ans,3,5,4,Non,Non,Non,Non,9790.98,8900000.0
3427,Rabat,Hay Riad,Maisons et villas,550,944,21+ ans,4,6,5,Non,Non,Non,Non,12182.2,11500000.0
3428,Rabat,Hay Riad,Maisons et villas,500,960,21+ ans,4,7,3,Oui,Oui,Non,Oui,10416.67,10000000.0
3429,Rabat,Hay Riad,Maisons et villas,1000,1000,21+ ans,2,4,3,Non,Oui,Non,Oui,10000.0,10000000.0
3430,Rabat,Médina de Rabat,Maisons et villas,70,70,21+ ans,1,2,1,Non,Non,Non,Non,12857.14,900000.0
3431,Rabat,Médina de Rabat,Maisons et villas,140,70,21+ ans,1,5,2,Non,Non,Non,Non,11428.57,800000.0
3432,Rabat,Médina de Rabat,Maisons et villas,230,112,21+ ans,3,7,2,Non,Non,Non,Non,26785.71,3000000.0
3433,Rabat,Médina de Rabat,Maisons et villas,139,139,21+ ans,2,5,2,Non,Non,Non,Non,7194.24,1000000.0
3434,Rabat,Médina de Rabat,Maisons et villas,140,140,21+ ans,3,5,2,Non,Non,Non,Non,14285.71,2000000.0
3435,Rabat,Médina de Rabat,Maisons et villas,150,150,21+ ans,2,3,1,Non,Non,Non,Non,8666.67,1300000.0
3436,Rabat,Médina de Rabat,Maisons et villas,150,161,Neuf,2,3,2,Oui,Non,Non,Oui,15527.95,2500000.0
3437,Rabat,Médina de Rabat,Maisons et villas,180,180,Neuf,1,4,2,Non,Non,Non,Non,21666.67,3900000.0
3438,Rabat,Médina de Rabat,Maisons et villas,210,210,11-20 ans,3,4,1,Non,Non,Non,Non,8095.24,1700000.0
3439,Casablanca,Oulfa,Appartements,54,54,Neuf,1,1,2,Non,Non,Non,Oui,9444.44,510000.0
3440,Casablanca,Oulfa,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Non,8596.49,490000.0
3441,Casablanca,Oulfa,Appartements,72,72,Neuf,1,2,1,Non,Non,Non,Oui,8611.11,620000.0
3442,Casablanca,Oulfa,Appartements,85,85,Neuf,1,3,2,Non,Non,Non,Oui,9529.41,810000.0
3443,Casablanca,Oulfa,Appartements,86,86,Neuf,1,2,1,Non,Non,Non,Oui,9500.0,817000.0
3444,Casablanca,Oulfa,Maisons et villas,99,99,21+ ans,3,6,2,Oui,Non,Non,Oui,22727.27,2250000.0
3445,Casablanca,Oulfa,Maisons et villas,380,142,11-20 ans,2,6,2,Non,Non,Non,Non,37676.06,5350000.0
3446,Rabat,Souissi,Appartements,122,122,Neuf,2,4,3,Non,Non,Non,Oui,24590.16,3000000.0
3447,Rabat,Souissi,Appartements,159,189,1-5 ans,1,3,3,Non,Non,Non,Non,24338.62,4600000.0
3448,Rabat,Souissi,Appartements,200,288,1-5 ans,1,4,4,Non,Non,Non,Oui,19097.22,5500000.0
3449,Rabat,Souissi,Maisons et villas,380,660,Neuf,3,4,5,Non,Oui,Oui,Oui,9545.45,6300000.0
3450,Rabat,Souissi,Maisons et villas,620,760,1-5 ans,4,9,4,Oui,Oui,Oui,Oui,17763.16,13500000.0
3451,Rabat,Souissi,Maisons et villas,600,800,1-5 ans,4,6,6,Oui,Oui,Oui,Oui,16250.0,13000000.0
3452,Rabat,Souissi,Maisons et villas,600,1000,6-10 ans,3,6,5,Oui,Oui,Oui,Non,11500.0,11500000.0
3453,Rabat,Souissi,Maisons et villas,1000,1000,21+ ans,3,4,3,Non,Non,Non,Non,7600.0,7600000.0
3454,Rabat,Souissi,Maisons et villas,1000,1000,21+ ans,2,5,3,Oui,Oui,Non,Oui,8000.0,8000000.0
3455,Rabat,Autre secteur,Appartements,50,50,1-5 ans,1,1,1,Non,Non,Non,Non,12000.0,600000.0
3456,Rabat,Autre secteur,Appartements,53,53,Neuf,1,2,1,Non,Non,Non,Non,7169.81,380000.0
3457,Rabat,Autre secteur,Appartements,54,54,Neuf,1,1,1,Non,Non,Non,Oui,17777.78,960000.0
3458,Rabat,Autre secteur,Appartements,54,54,Neuf,1,2,1,Non,Non,Non,Non,4074.07,220000.0
3459,Rabat,Autre secteur,Appartements,55,55,6-10 ans,2,1,1,Non,Non,Non,Non,5818.18,320000.0
3460,Rabat,Autre secteur,Appartements,55,55,Neuf,1,2,1,Non,Non,Non,Oui,5636.36,310000.0
3461,Rabat,Autre secteur,Appartements,55,55,Neuf,1,2,1,Non,Non,Non,Oui,6545.45,360000.0
3462,Rabat,Autre secteur,Maisons et villas,56,56,6-10 ans,1,1,1,Oui,Non,Non,Oui,80357.14,4500000.0
3463,Rabat,Autre secteur,Appartements,57,57,6-10 ans,1,2,1,Non,Non,Non,Oui,15789.47,900000.0
3464,Rabat,Autre secteur,Appartements,58,58,Neuf,1,2,2,Non,Non,Non,Oui,9982.76,579000.0
3465,Rabat,Autre secteur,Appartements,60,60,Neuf,1,2,1,Non,Non,Non,Non,5333.33,320000.0
3466,Rabat,Autre secteur,Appartements,50,60,Neuf,1,2,1,Non,Non,Non,Oui,5833.33,350000.0
3467,Rabat,Autre secteur,Appartements,60,60,Neuf,1,2,2,Non,Non,Non,Non,6500.0,390000.0
3468,Rabat,Autre secteur,Appartements,62,62,Neuf,1,2,1,Non,Non,Non,Oui,9677.42,600000.0
3469,Rabat,Autre secteur,Appartements,63,63,Neuf,1,2,1,Non,Non,Non,Oui,7777.78,490000.0
3470,Rabat,Autre secteur,Appartements,63,63,Neuf,1,2,1,Non,Non,Non,Non,9206.35,580000.0
3471,Rabat,Autre secteur,Appartements,64,64,11-20 ans,1,2,1,Non,Non,Non,Non,7031.25,450000.0
3472,Rabat,Autre secteur,Appartements,63,64,1-5 ans,1,2,1,Non,Non,Non,Non,4843.75,310000.0
3473,Rabat,Autre secteur,Appartements,64,64,Neuf,1,2,1,Non,Non,Non,Oui,9375.0,600000.0
3474,Rabat,Autre secteur,Appartements,60,65,Neuf,1,1,1,Non,Non,Non,Non,13846.15,900000.0
3475,Rabat,Autre secteur,Appartements,66,66,Neuf,1,2,2,Non,Non,Non,Oui,9984.85,659000.0
3476,Rabat,Autre secteur,Appartements,67,67,1-5 ans,1,2,1,Non,Non,Non,Non,7761.19,520000.0
3477,Rabat,Autre secteur,Appartements,61,67,Neuf,1,2,2,Non,Non,Non,Oui,9552.24,640000.0
3478,Rabat,Autre secteur,Appartements,61,67,Neuf,1,2,2,Non,Non,Non,Oui,10746.27,720000.0
3479,Rabat,Autre secteur,Appartements,67,67,Neuf,1,2,1,Non,Non,Non,Non,7313.43,490000.0
3480,Rabat,Autre secteur,Appartements,62,68,Neuf,1,2,2,Non,Non,Non,Oui,5000.0,340000.0
3481,Rabat,Autre secteur,Maisons et villas,70,70,11-20 ans,1,2,1,Non,Non,Non,Non,9142.86,640000.0
3482,Rabat,Autre secteur,Appartements,70,70,Neuf,2,2,2,Non,Non,Non,Oui,10000.0,700000.0
3483,Rabat,Autre secteur,Appartements,70,70,Neuf,1,3,1,Non,Non,Non,Oui,3571.43,250000.0
3484,Rabat,Autre secteur,Appartements,66,70,Neuf,1,2,2,Non,Non,Non,Oui,9285.71,650000.0
3485,Rabat,Autre secteur,Maisons et villas,70,70,6-10 ans,1,2,3,Non,Non,Non,Non,5000.0,350000.0
3486,Rabat,Autre secteur,Maisons et villas,70,70,1-5 ans,1,6,3,Non,Non,Non,Non,10285.71,720000.0
3487,Rabat,Autre secteur,Maisons et villas,71,71,11-20 ans,2,2,2,Non,Non,Non,Non,8732.39,620000.0
3488,Rabat,Autre secteur,Maisons et villas,72,72,11-20 ans,1,3,1,Non,Oui,Non,Non,5555.56,400000.0
3489,Rabat,Autre secteur,Appartements,72,72,1-5 ans,1,2,1,Non,Non,Non,Oui,9305.56,670000.0
3490,Rabat,Autre secteur,Maisons et villas,72,72,11-20 ans,1,3,1,Non,Non,Non,Non,3333.33,240000.0
3491,Rabat,Autre secteur,Appartements,68,72,1-5 ans,1,3,2,Non,Non,Non,Non,5000.0,360000.0
3492,Rabat,Autre secteur,Appartements,73,73,1-5 ans,1,2,1,Non,Non,Non,Non,7260.27,530000.0
3493,Rabat,Autre secteur,Maisons et villas,74,74,21+ ans,2,3,2,Non,Non,Non,Non,10000.0,740000.0
3494,Rabat,Autre secteur,Appartements,74,74,Neuf,1,2,1,Non,Non,Non,Non,5135.14,380000.0
3495,Rabat,Autre secteur,Appartements,75,75,6-10 ans,1,2,1,Non,Non,Non,Oui,8000.0,600000.0
3496,Rabat,Autre secteur,Appartements,76,76,11-20 ans,1,2,1,Non,Non,Non,Non,5131.58,390000.0
3497,Rabat,Autre secteur,Appartements,76,76,6-10 ans,2,2,1,Non,Non,Non,Oui,10789.47,820000.0
3498,Rabat,Autre secteur,Appartements,76,76,Neuf,1,2,2,Non,Non,Non,Oui,9592.11,729000.0
3499,Rabat,Autre secteur,Appartements,77,77,Neuf,1,2,1,Non,Non,Non,Oui,6038.96,465000.0
3500,Rabat,Autre secteur,Appartements,78,78,Neuf,2,2,2,Non,Non,Non,Non,10500.0,819000.0
3501,Rabat,Autre secteur,Appartements,80,80,Neuf,2,3,2,Non,Non,Non,Non,5250.0,420000.0
3502,Rabat,Autre secteur,Maisons et villas,80,80,11-20 ans,1,2,1,Non,Non,Non,Non,17500.0,1400000.0
3503,Rabat,Autre secteur,Maisons et villas,96,80,11-20 ans,2,2,1,Oui,Oui,Non,Non,11250.0,900000.0
3504,Rabat,Autre secteur,Maisons et villas,240,80,6-10 ans,1,6,3,Oui,Non,Non,Non,15625.0,1250000.0
3505,Rabat,Autre secteur,Maisons et villas,81,81,11-20 ans,4,5,3,Non,Non,Non,Non,11111.11,900000.0
3506,Rabat,Autre secteur,Appartements,84,84,1-5 ans,1,2,1,Non,Non,Non,Oui,17857.14,1500000.0
3507,Rabat,Autre secteur,Appartements,84,84,6-10 ans,1,2,2,Non,Non,Non,Oui,9523.8,799999.0
3508,Rabat,Autre secteur,Appartements,85,85,11-20 ans,2,2,1,Non,Non,Non,Non,3058.82,260000.0
3509,Rabat,Autre secteur,Maisons et villas,85,85,1-5 ans,1,2,2,Non,Non,Non,Non,4000.0,340000.0
3510,Rabat,Autre secteur,Appartements,86,86,6-10 ans,1,2,2,Non,Non,Non,Non,26162.79,2250000.0
3511,Rabat,Autre secteur,Appartements,87,87,Neuf,1,2,2,Non,Non,Non,Oui,5632.18,490000.0
3512,Rabat,Autre secteur,Appartements,87,87,11-20 ans,1,3,1,Non,Non,Non,Oui,8045.98,700000.0
3513,Rabat,Autre secteur,Maisons et villas,88,88,1-5 ans,2,8,3,Non,Non,Non,Non,10227.27,900000.0
3514,Rabat,Autre secteur,Appartements,90,90,Neuf,1,3,1,Non,Non,Non,Oui,7111.11,640000.0
3515,Rabat,Autre secteur,Appartements,90,90,11-20 ans,2,2,1,Non,Non,Non,Oui,5777.78,520000.0
3516,Rabat,Autre secteur,Maisons et villas,90,90,1-5 ans,2,6,3,Non,Non,Non,Non,13222.22,1190000.0
3517,Rabat,Autre secteur,Maisons et villas,80,90,6-10 ans,3,4,2,Oui,Non,Non,Non,12777.78,1150000.0
3518,Rabat,Autre secteur,Maisons et villas,90,90,11-20 ans,1,2,3,Oui,Non,Non,Non,6111.11,550000.0
3519,Rabat,Autre secteur,Appartements,92,92,Neuf,1,2,1,Non,Non,Non,Oui,9347.83,860000.0
3520,Rabat,Autre secteur,Appartements,93,93,Neuf,2,2,2,Non,Non,Non,Oui,9301.08,865000.0
3521,Rabat,Autre secteur,Appartements,94,94,Neuf,2,2,2,Non,Non,Non,Oui,10265.96,965000.0
3522,Rabat,Autre secteur,Maisons et villas,99,99,Neuf,1,4,1,Non,Non,Non,Non,4444.44,440000.0
3523,Rabat,Autre secteur,Maisons et villas,250,100,6-10 ans,3,5,2,Oui,Non,Non,Oui,8000.0,800000.0
3524,Rabat,Autre secteur,Maisons et villas,100,100,1-5 ans,2,2,2,Non,Non,Non,Non,24000.0,2400000.0
3525,Rabat,Autre secteur,Maisons et villas,100,100,1-5 ans,1,2,3,Non,Non,Non,Non,4000.0,400000.0
3526,Rabat,Autre secteur,Maisons et villas,100,100,21+ ans,3,5,5,Oui,Non,Non,Non,15000.0,1500000.0
3527,Rabat,Autre secteur,Appartements,100,100,Neuf,1,2,2,Non,Non,Non,Non,4100.0,410000.0
3528,Rabat,Autre secteur,Maisons et villas,75,100,6-10 ans,1,2,1,Oui,Non,Non,Oui,13000.0,1300000.0
3529,Rabat,Autre secteur,Maisons et villas,100,100,11-20 ans,3,5,3,Oui,Non,Non,Oui,11000.0,1100000.0
3530,Rabat,Autre secteur,Maisons et villas,95,100,1-5 ans,3,3,2,Oui,Oui,Non,Non,12700.0,1270000.0
3531,Rabat,Autre secteur,Maisons et villas,100,100,6-10 ans,2,4,2,Non,Non,Non,Non,6800.0,680000.0
3532,Rabat,Autre secteur,Maisons et villas,100,100,6-10 ans,2,2,1,Non,Oui,Non,Non,2700.0,270000.0
3533,Rabat,Autre secteur,Maisons et villas,100,100,1-5 ans,1,2,3,Oui,Non,Non,Oui,8000.0,800000.0
3534,Rabat,Autre secteur,Appartements,101,101,1-5 ans,1,2,2,Non,Non,Non,Non,9405.94,950000.0
3535,Rabat,Autre secteur,Maisons et villas,101,101,6-10 ans,7+,8,5,Oui,Oui,Non,Oui,12376.24,1250000.0
3536,Rabat,Autre secteur,Maisons et villas,105,105,Neuf,1,3,2,Oui,Non,Non,Oui,5142.86,540000.0
3537,Rabat,Autre secteur,Maisons et villas,106,106,6-10 ans,2,3,2,Oui,Non,Non,Oui,9433.96,1000000.0
3538,Rabat,Autre secteur,Maisons et villas,107,107,11-20 ans,2,4,2,Non,Non,Non,Non,6074.77,650000.0
3539,Rabat,Autre secteur,Maisons et villas,109,109,21+ ans,1,8,3,Non,Non,Non,Oui,11009.17,1200000.0
3540,Rabat,Autre secteur,Maisons et villas,100,109,11-20 ans,4,10+,6,Oui,Non,Non,Oui,11926.61,1300000.0
3541,Rabat,Autre secteur,Maisons et villas,110,110,11-20 ans,1,6,2,Oui,Non,Non,Oui,8181.82,900000.0
3542,Rabat,Autre secteur,Appartements,110,110,Neuf,1,3,2,Non,Non,Non,Oui,5818.18,640000.0
3543,Rabat,Autre secteur,Maisons et villas,110,110,6-10 ans,2,3,3,Non,Non,Non,Non,10909.09,1200000.0
3544,Rabat,Autre secteur,Maisons et villas,110,110,1-5 ans,1,2,3,Non,Non,Non,Non,11818.18,1300000.0
3545,Rabat,Autre secteur,Maisons et villas,110,110,11-20 ans,2,3,2,Non,Non,Non,Non,11363.64,1250000.0
3546,Rabat,Autre secteur,Maisons et villas,112,112,11-20 ans,1,2,1,Oui,Non,Non,Non,11607.14,1300000.0
3547,Rabat,Autre secteur,Maisons et villas,112,112,6-10 ans,1,2,1,Oui,Non,Non,Non,11607.14,1300000.0
3548,Rabat,Autre secteur,Appartements,112,112,Neuf,1,3,2,Non,Non,Non,Oui,7053.57,790000.0
3549,Rabat,Autre secteur,Maisons et villas,340,112,11-20 ans,4,6,3,Non,Non,Non,Oui,11250.0,1260000.0
3550,Rabat,Autre secteur,Maisons et villas,113,113,Neuf,2,4,3,Oui,Oui,Non,Oui,11504.42,1300000.0
3551,Rabat,Autre secteur,Maisons et villas,113,113,Neuf,1,2,2,Oui,Non,Non,Non,4601.77,520000.0
3552,Rabat,Autre secteur,Maisons et villas,114,114,11-20 ans,2,4,3,Oui,Non,Non,Non,7894.74,900000.0
3553,Rabat,Autre secteur,Maisons et villas,107,117,21+ ans,1,2,1,Oui,Non,Non,Oui,4786.32,560000.0
3554,Rabat,Autre secteur,Maisons et villas,117,117,11-20 ans,4,4,2,Oui,Oui,Non,Non,5555.56,650000.0
3555,Rabat,Autre secteur,Maisons et villas,119,119,6-10 ans,1,2,3,Non,Non,Non,Non,7142.86,850000.0
3556,Rabat,Autre secteur,Maisons et villas,300,120,21+ ans,3,5,3,Non,Non,Non,Oui,19166.67,2300000.0
3557,Rabat,Autre secteur,Maisons et villas,105,120,11-20 ans,3,5,3,Oui,Non,Non,Oui,10833.33,1300000.0
3558,Rabat,Autre secteur,Maisons et villas,408,120,1-5 ans,2,5,3,Oui,Non,Non,Non,16250.0,1950000.0
3559,Rabat,Autre secteur,Maisons et villas,120,120,6-10 ans,4,7,3,Oui,Non,Non,Non,11666.67,1400000.0
3560,Rabat,Autre secteur,Maisons et villas,120,120,11-20 ans,3,4,4,Non,Non,Non,Non,7833.33,940000.0
3561,Rabat,Autre secteur,Maisons et villas,100,120,Neuf,2,6,4,Oui,Non,Non,Oui,14166.67,1700000.0
3562,Rabat,Autre secteur,Maisons et villas,120,120,21+ ans,5,8,4,Non,Oui,Non,Oui,13333.33,1600000.0
3563,Rabat,Autre secteur,Maisons et villas,120,120,Neuf,2,5,3,Oui,Non,Non,Non,25000.0,3000000.0
3564,Rabat,Autre secteur,Maisons et villas,121,121,Neuf,2,6,4,Oui,Non,Non,Non,21487.6,2600000.0
3565,Rabat,Autre secteur,Maisons et villas,122,122,Neuf,2,2,2,Oui,Non,Non,Non,4508.2,550000.0
3566,Rabat,Autre secteur,Appartements,80,122,6-10 ans,1,3,1,Non,Non,Non,Non,9836.07,1200000.0
3567,Rabat,Autre secteur,Appartements,110,128,Neuf,1,3,1,Non,Non,Non,Non,3125.0,400000.0
3568,Rabat,Autre secteur,Appartements,100,129,Neuf,1,2,2,Non,Non,Non,Oui,5038.76,650000.0
3569,Rabat,Autre secteur,Appartements,100,129,Neuf,1,3,2,Non,Non,Non,Oui,5038.76,650000.0
3570,Rabat,Autre secteur,Appartements,100,130,Neuf,1,4,2,Non,Non,Non,Oui,4769.23,620000.0
3571,Rabat,Autre secteur,Maisons et villas,100,130,Neuf,1,3,2,Non,Non,Non,Oui,4923.08,640000.0
3572,Rabat,Autre secteur,Appartements,100,130,Neuf,1,3,2,Non,Non,Non,Oui,4923.08,640000.0
3573,Rabat,Autre secteur,Appartements,130,130,1-5 ans,1,3,1,Non,Non,Non,Non,6153.85,800000.0
3574,Rabat,Autre secteur,Maisons et villas,131,131,Neuf,2,2,2,Non,Non,Non,Non,5725.19,750000.0
