,Ville,Secteur,Type,Surface habitable m²,Surface totale m²,Âge du bien,Salons,Chambres,Salle de bain,Garage,Jardin,Piscine,Balcon,Prix / m²,Prix
961,Casablanca,Maarif,Appartements,140,154,11-20 ans,1,3,2,Non,Non,Non,Oui,19480.52,3000000.0
962,Casablanca,Maarif,Appartements,156,156,6-10 ans,2,3,2,Non,Non,Non,Oui,12500.0,1950000.0
963,Casablanca,Maarif,Appartements,148,159,1-5 ans,2,4,2,Non,Non,Non,Oui,14150.94,2250000.0
964,Casablanca,Maarif,Appartements,148,165,11-20 ans,2,3,2,Non,Non,Non,Oui,9696.97,1600000.0
965,Casablanca,Maarif,Appartements,169,185,11-20 ans,1,3,2,Non,Non,Non,Oui,17837.84,3300000.0
966,Casablanca,Maarif,Appartements,146,187,11-20 ans,1,3,2,Non,Non,Non,Non,12299.47,2300000.0
967,Casablanca,Maarif,Maisons et villas,205,206,6-10 ans,2,3,3,Non,Non,Non,Non,9951.46,2050000.0
968,Casablanca,Mers Sultan,Maisons et villas,60,60,Neuf,2,4,2,Non,Non,Non,Non,20000.0,1200000.0
969,Casablanca,Mers Sultan,Maisons et villas,180,60,21+ ans,2,5,2,Non,Non,Non,Non,14333.33,860000.0
970,Casablanca,Mers Sultan,Appartements,64,64,11-20 ans,1,2,1,Non,Non,Non,Oui,7812.5,500000.0
971,Casablanca,Mers Sultan,Appartements,65,65,6-10 ans,1,1,1,Non,Non,Non,Oui,13030.77,847000.0
972,Casablanca,Mers Sultan,Appartements,65,65,1-5 ans,1,1,1,Non,Non,Non,Oui,13000.0,845000.0
973,Casablanca,Mers Sultan,Appartements,87,87,6-10 ans,2,1,1,Non,Non,Non,Non,10919.54,950000.0
974,Casablanca,Mers Sultan,Maisons et villas,102,102,21+ ans,2,6,3,Non,Non,Non,Non,18627.45,1900000.0
975,Casablanca,Mers Sultan,Appartements,89,103,21+ ans,2,2,1,Non,Non,Non,Oui,8349.51,860000.0
976,Casablanca,Mers Sultan,Maisons et villas,340,125,11-20 ans,4,5,1,Non,Non,Non,Non,17600.0,2200000.0
977,Casablanca,Mers Sultan,Maisons et villas,600,150,6-10 ans,7+,10+,7+,Non,Non,Non,Non,54000.0,8100000.0
978,Casablanca,Mers Sultan,Maisons et villas,120,180,21+ ans,2,6,4,Non,Non,Non,Non,5777.78,1040000.0
979,Casablanca,Mers Sultan,Maisons et villas,125,340,11-20 ans,4,5,1,Non,Non,Non,Non,6470.59,2200000.0
980,Casablanca,Mers Sultan,Maisons et villas,100,409,21+ ans,1,2,3,Non,Non,Non,Non,13447.43,5500000.0
981,Casablanca,Oasis,Appartements,59,59,Neuf,1,1,0,Non,Non,Non,Oui,21000.0,1239000.0
982,Casablanca,Oasis,Appartements,59,59,Neuf,1,1,1,Non,Non,Non,Oui,23000.0,1357000.0
983,Casablanca,Oasis,Appartements,59,59,Neuf,1,2,1,Non,Non,Non,Oui,21838.98,1288500.0
984,Casablanca,Oasis,Appartements,82,82,Neuf,1,2,1,Non,Non,Non,Oui,15000.0,1230000.0
985,Casablanca,Oasis,Appartements,82,82,1-5 ans,1,2,2,Non,Non,Non,Non,17560.98,1440000.0
986,Casablanca,Oasis,Appartements,82,92,11-20 ans,1,2,2,Non,Non,Non,Oui,13913.04,1280000.0
987,Casablanca,Oasis,Appartements,96,96,6-10 ans,2,2,2,Non,Non,Non,Oui,16447.92,1579000.0
988,Casablanca,Oasis,Appartements,105,105,1-5 ans,2,3,2,Non,Non,Non,Oui,18095.24,1900000.0
989,Casablanca,Oasis,Appartements,107,107,Neuf,1,2,1,Non,Non,Non,Oui,18500.0,1979500.0
990,Casablanca,Oasis,Appartements,128,128,Neuf,2,3,2,Non,Non,Non,Oui,18750.0,2400000.0
991,Casablanca,Oasis,Appartements,155,155,11-20 ans,2,3,3,Non,Non,Non,Oui,14516.13,2250000.0
992,Casablanca,Oasis,Maisons et villas,370,223,6-10 ans,2,3,3,Oui,Oui,Non,Oui,29147.98,6500000.0
993,Casablanca,Oasis,Maisons et villas,360,223,6-10 ans,2,3,5,Oui,Oui,Non,Oui,29147.98,6500000.0
994,Casablanca,Oasis,Maisons et villas,300,300,21+ ans,1,3,2,Oui,Non,Non,Non,1500.0,450000.0
995,Casablanca,Oasis,Maisons et villas,309,309,Neuf,2,5,3,Oui,Oui,Oui,Oui,21359.22,6600000.0
996,Casablanca,Oasis,Maisons et villas,400,320,1-5 ans,3,3,3,Non,Non,Non,Non,18125.0,5800000.0
997,Casablanca,Oasis,Maisons et villas,390,417,11-20 ans,3,4,3,Non,Non,Non,Non,13189.45,5500000.0
998,Casablanca,Oasis,Maisons et villas,400,460,11-20 ans,3,4,3,Oui,Oui,Non,Oui,16956.52,7800000.0
999,Casablanca,Oasis,Maisons et villas,500,500,11-20 ans,1,4,2,Non,Non,Non,Non,14000.0,7000000.0
1000,Casablanca,Oasis,Maisons et villas,650,500,6-10 ans,4,6,6,Oui,Oui,Oui,Oui,19000.0,9500000.0
1001,Casablanca,Oasis,Maisons et villas,480,530,11-20 ans,3,4,3,Non,Non,Non,Non,12264.15,6500000.0
1002,Casablanca,Oasis,Maisons et villas,540,540,21+ ans,1,2,3,Non,Non,Non,Non,18166.67,9810000.0
1003,Casablanca,Oasis,Maisons et villas,509,560,11-20 ans,4,4,4,Oui,Oui,Non,Non,15000.0,8400000.0
1004,Casablanca,Oasis,Maisons et villas,509,560,11-20 ans,4,4,4,Oui,Oui,Non,Non,13571.43,7600000.0
1005,Casablanca,Oasis,Maisons et villas,560,584,11-20 ans,3,4,3,Non,Non,Non,Non,11986.3,7000000.0
1006,Casablanca,Oasis,Maisons et villas,450,625,11-20 ans,3,4,4,Non,Non,Non,Non,12000.0,7500000.0
1007,Casablanca,Oasis,Maisons et villas,250,750,11-20 ans,3,5,3,Oui,Oui,Oui,Oui,10666.67,8000000.0
1008,Casablanca,Oasis,Maisons et villas,600,855,11-20 ans,3,4,5,Non,Non,Non,Non,10526.32,9000000.0
1009,Casablanca,Oasis,Maisons et villas,350,877,21+ ans,2,5,3,Non,Non,Non,Non,11972.63,10500000.0
1010,Casablanca,Oulfa,Maisons et villas,49,49,21+ ans,1,2,1,Non,Non,Non,Non,6530.61,320000.0
1011,Casablanca,Oulfa,Appartements,50,50,11-20 ans,1,2,1,Non,Non,Non,Non,7200.0,360000.0
1012,Casablanca,Oulfa,Appartements,50,50,Neuf,1,2,1,Non,Non,Non,Non,5100.0,255000.0
1013,Casablanca,Oulfa,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Oui,7000.0,350000.0
1014,Casablanca,Oulfa,Appartements,48,50,6-10 ans,1,2,1,Non,Non,Non,Non,8400.0,420000.0
1015,Casablanca,Oulfa,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Oui,6800.0,340000.0
1016,Casablanca,Oulfa,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Non,6600.0,330000.0
1017,Casablanca,Oulfa,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Non,10000.0,500000.0
1018,Casablanca,Oulfa,Appartements,50,50,6-10 ans,1,2,1,Non,Non,Non,Oui,7600.0,380000.0
1019,Casablanca,Oulfa,Appartements,51,51,1-5 ans,1,2,2,Non,Non,Non,Non,5490.2,280000.0
1020,Casablanca,Oulfa,Appartements,52,52,6-10 ans,1,2,2,Non,Non,Non,Oui,8653.85,450000.0
1021,Casablanca,Oulfa,Appartements,52,52,6-10 ans,1,2,3,Non,Non,Non,Non,6923.08,360000.0
1022,Casablanca,Oulfa,Maisons et villas,52,52,1-5 ans,1,2,1,Non,Non,Non,Oui,7115.38,370000.0
1023,Casablanca,Oulfa,Appartements,53,53,1-5 ans,1,2,1,Non,Non,Non,Non,6415.09,340000.0
1024,Casablanca,Oulfa,Appartements,54,54,6-10 ans,1,2,1,Non,Non,Non,Oui,5555.56,300000.0
1025,Casablanca,Oulfa,Appartements,54,54,Neuf,1,1,2,Non,Non,Non,Oui,9444.44,510000.0
1026,Casablanca,Oulfa,Appartements,50,54,1-5 ans,1,2,1,Non,Non,Non,Non,5185.19,280000.0
1027,Casablanca,Oulfa,Appartements,54,54,1-5 ans,1,2,1,Non,Non,Non,Non,6481.48,350000.0
1028,Casablanca,Oulfa,Appartements,55,55,6-10 ans,1,2,1,Non,Non,Non,Oui,6363.64,350000.0
1029,Casablanca,Oulfa,Appartements,56,56,11-20 ans,1,2,1,Non,Non,Non,Non,8214.29,460000.0
1030,Casablanca,Oulfa,Appartements,56,56,11-20 ans,1,2,1,Non,Non,Non,Non,9642.86,540000.0
1031,Casablanca,Oulfa,Appartements,56,56,6-10 ans,1,2,1,Non,Non,Non,Oui,5714.29,320000.0
1032,Casablanca,Oulfa,Appartements,57,57,Neuf,1,2,1,Non,Non,Non,Non,8684.21,495000.0
1033,Casablanca,Oulfa,Appartements,60,59,6-10 ans,1,2,1,Non,Non,Non,Non,7457.63,440000.0
1034,Casablanca,Oulfa,Appartements,60,60,6-10 ans,2,2,1,Non,Non,Non,Non,10833.33,650000.0
1035,Casablanca,Oulfa,Appartements,58,60,11-20 ans,1,2,1,Non,Non,Non,Non,8333.33,500000.0
1036,Casablanca,Oulfa,Appartements,56,60,11-20 ans,1,2,1,Non,Non,Non,Non,10000.0,600000.0
1037,Casablanca,Oulfa,Appartements,60,60,11-20 ans,1,2,1,Non,Non,Non,Non,10833.33,650000.0
1038,Casablanca,Oulfa,Appartements,50,62,11-20 ans,1,1,1,Non,Non,Non,Non,6774.19,420000.0
1039,Casablanca,Oulfa,Maisons et villas,64,64,11-20 ans,2,4,2,Non,Non,Non,Non,10156.25,650000.0
1040,Casablanca,Oulfa,Maisons et villas,65,65,Neuf,1,2,1,Non,Oui,Oui,Oui,7692.31,500000.0
1041,Casablanca,Oulfa,Appartements,66,66,6-10 ans,1,2,1,Non,Non,Non,Oui,10000.0,660000.0
1042,Casablanca,Oulfa,Appartements,67,67,6-10 ans,1,2,1,Non,Non,Non,Non,10149.25,680000.0
1043,Casablanca,Oulfa,Appartements,71,71,Neuf,1,2,1,Non,Non,Non,Oui,9577.46,680000.0
1044,Casablanca,Oulfa,Appartements,72,72,Neuf,1,2,1,Non,Non,Non,Oui,8611.11,620000.0
1045,Casablanca,Oulfa,Appartements,73,73,6-10 ans,1,2,1,Non,Non,Non,Non,8219.18,600000.0
1046,Casablanca,Oulfa,Appartements,73,73,11-20 ans,2,3,2,Non,Non,Non,Non,7397.26,540000.0
1047,Casablanca,Oulfa,Appartements,74,74,Neuf,1,2,1,Non,Non,Non,Oui,9432.43,698000.0
1048,Casablanca,Oulfa,Appartements,74,74,6-10 ans,1,2,1,Non,Non,Non,Oui,9459.46,700000.0
1049,Casablanca,Oulfa,Appartements,68,74,11-20 ans,1,2,2,Non,Non,Non,Non,10675.68,790000.0
1050,Casablanca,Oulfa,Appartements,64,75,11-20 ans,1,2,1,Non,Non,Non,Non,9200.0,690000.0
1051,Casablanca,Oulfa,Maisons et villas,230,76,11-20 ans,3,3,2,Non,Non,Non,Non,31315.79,2380000.0
1052,Casablanca,Oulfa,Maisons et villas,200,76,11-20 ans,4,3,2,Non,Non,Non,Non,31842.11,2420000.0
1053,Casablanca,Oulfa,Appartements,78,78,6-10 ans,2,2,1,Non,Non,Non,Oui,11923.08,930000.0
1054,Casablanca,Oulfa,Maisons et villas,78,78,21+ ans,1,2,1,Non,Oui,Non,Non,16666.67,1300000.0
1055,Casablanca,Oulfa,Appartements,79,79,Neuf,1,2,1,Non,Non,Non,Oui,10037.97,793000.0
1056,Casablanca,Oulfa,Appartements,80,80,Neuf,1,2,1,Non,Non,Non,Oui,9400.0,752000.0
1057,Casablanca,Oulfa,Appartements,80,80,Neuf,1,2,1,Non,Non,Non,Non,9400.0,752000.0
1058,Casablanca,Oulfa,Maisons et villas,200,80,6-10 ans,2,4,2,Oui,Oui,Non,Non,27500.0,2200000.0
1059,Casablanca,Oulfa,Maisons et villas,81,81,21+ ans,1,2,3,Non,Non,Non,Non,18518.52,1500000.0
1060,Casablanca,Oulfa,Maisons et villas,83,83,11-20 ans,2,3,1,Non,Non,Non,Non,7710.84,640000.0
1061,Casablanca,Oulfa,Maisons et villas,85,85,11-20 ans,3,3,4,Non,Non,Non,Non,37647.06,3200000.0
1062,Casablanca,Oulfa,Appartements,85,85,Neuf,1,3,2,Non,Non,Non,Oui,9529.41,810000.0
1063,Casablanca,Oulfa,Appartements,85,85,6-10 ans,1,2,1,Non,Non,Non,Oui,5882.35,500000.0
1064,Casablanca,Oulfa,Appartements,86,86,Neuf,1,2,1,Non,Non,Non,Oui,9500.0,817000.0
1065,Casablanca,Oulfa,Appartements,73,91,11-20 ans,2,2,1,Non,Non,Non,Non,7692.31,700000.0
1066,Casablanca,Oulfa,Maisons et villas,92,92,6-10 ans,2,2,2,Oui,Non,Non,Oui,13586.96,1250000.0
1067,Casablanca,Oulfa,Appartements,96,96,6-10 ans,2,3,2,Non,Non,Non,Non,8750.0,840000.0
1068,Casablanca,Oulfa,Appartements,97,97,Neuf,1,2,1,Non,Non,Non,Oui,10288.66,998000.0
1069,Casablanca,Oulfa,Appartements,97,97,Neuf,1,3,1,Non,Non,Non,Non,10288.66,998000.0
1070,Casablanca,Oulfa,Maisons et villas,99,99,21+ ans,3,6,2,Oui,Non,Non,Oui,22727.27,2250000.0
1071,Casablanca,Oulfa,Maisons et villas,99,99,11-20 ans,4,3,3,Oui,Non,Non,Non,24242.42,2400000.0
1072,Casablanca,Oulfa,Maisons et villas,100,100,11-20 ans,1,2,2,Non,Non,Non,Non,13000.0,1300000.0
1073,Casablanca,Oulfa,Maisons et villas,100,100,11-20 ans,3,5,4,Oui,Non,Non,Non,65000.0,6500000.0
1074,Casablanca,Oulfa,Maisons et villas,100,100,21+ ans,1,2,2,Non,Non,Non,Oui,15000.0,1500000.0
1075,Casablanca,Oulfa,Maisons et villas,100,100,1-5 ans,2,3,4,Non,Non,Non,Oui,26000.0,2600000.0
1076,Casablanca,Oulfa,Maisons et villas,300,100,21+ ans,2,5,4,Oui,Non,Non,Non,65000.0,6500000.0
1077,Casablanca,Oulfa,Maisons et villas,100,100,21+ ans,7+,10+,7+,Non,Non,Non,Non,20000.0,2000000.0
1078,Casablanca,Oulfa,Appartements,96,104,1-5 ans,1,3,1,Non,Non,Non,Non,7692.31,800000.0
1079,Casablanca,Oulfa,Appartements,105,105,Neuf,2,3,2,Non,Non,Non,Oui,6571.43,690000.0
1080,Casablanca,Oulfa,Appartements,108,108,Neuf,1,2,1,Non,Non,Non,Oui,7125.0,769500.0
1081,Casablanca,Oulfa,Maisons et villas,100,112,6-10 ans,2,3,2,Non,Non,Non,Non,10714.29,1200000.0
1082,Casablanca,Oulfa,Maisons et villas,120,120,6-10 ans,2,5,6,Oui,Non,Non,Oui,28333.33,3400000.0
1083,Casablanca,Oulfa,Maisons et villas,120,120,11-20 ans,1,3,2,Oui,Non,Non,Non,23333.33,2800000.0
1084,Casablanca,Oulfa,Maisons et villas,120,120,11-20 ans,7+,6,4,Oui,Non,Non,Non,30000.0,3600000.0
1085,Casablanca,Oulfa,Maisons et villas,100,120,11-20 ans,2,6,2,Non,Non,Non,Non,2500.0,300000.0
1086,Casablanca,Oulfa,Maisons et villas,110,120,11-20 ans,3,10+,4,Oui,Non,Non,Oui,27083.33,3250000.0
1087,Casablanca,Oulfa,Maisons et villas,120,120,6-10 ans,5,6,5,Oui,Non,Non,Oui,32500.0,3900000.0
1088,Casablanca,Oulfa,Maisons et villas,120,120,6-10 ans,1,3,2,Oui,Non,Non,Oui,28333.33,3400000.0
1089,Casablanca,Oulfa,Appartements,90,134,1-5 ans,1,1,1,Non,Non,Non,Non,8208.96,1100000.0
1090,Casablanca,Oulfa,Maisons et villas,380,142,11-20 ans,2,6,2,Non,Non,Non,Non,37676.06,5350000.0
1091,Casablanca,Oulfa,Maisons et villas,160,150,11-20 ans,5,7,5,Oui,Non,Non,Oui,22666.67,3400000.0
1092,Casablanca,Oulfa,Maisons et villas,145,160,6-10 ans,3,4,3,Oui,Non,Non,Non,28125.0,4500000.0
1093,Casablanca,Oulfa,Maisons et villas,145,180,21+ ans,2,7,2,Non,Non,Non,Non,6666.67,1200000.0
1094,Casablanca,Oulfa,Maisons et villas,164,186,11-20 ans,3,4,4,Oui,Non,Non,Non,30107.53,5600000.0
1095,Casablanca,Oulfa,Maisons et villas,200,200,11-20 ans,1,2,3,Non,Non,Non,Non,45000.0,9000000.0
1096,Casablanca,Oulfa,Maisons et villas,228,200,Neuf,2,5,3,Non,Oui,Non,Non,12500.0,2500000.0
1097,Casablanca,Oulfa,Maisons et villas,240,240,6-10 ans,2,5,3,Oui,Non,Non,Non,10000.0,2400000.0
1098,Casablanca,Roches Noires,Appartements,62,62,Neuf,1,2,1,Non,Non,Non,Non,11935.48,740000.0
1099,Casablanca,Oulfa,Maisons et villas,200,250,1-5 ans,3,4,3,Non,Non,Non,Non,7160.0,1790000.0
1100,Casablanca,Roches Noires,Appartements,75,75,Neuf,1,2,2,Non,Non,Non,Non,11760.0,882000.0
1101,Casablanca,Roches Noires,Appartements,78,78,6-10 ans,1,2,1,Non,Non,Non,Oui,10000.0,780000.0
1102,Casablanca,Roches Noires,Appartements,80,80,6-10 ans,1,2,1,Non,Non,Non,Non,9250.0,740000.0
1103,Casablanca,Oulfa,Maisons et villas,135,250,21+ ans,3,3,1,Oui,Oui,Non,Oui,16000.0,4000000.0
1104,Casablanca,Oulfa,Maisons et villas,400,250,1-5 ans,3,6,4,Oui,Oui,Non,Oui,15800.0,3950000.0
1105,Casablanca,Roches Noires,Appartements,84,84,Neuf,1,2,1,Non,Non,Non,Oui,12345.24,1037000.0
1106,Casablanca,Oulfa,Maisons et villas,151,258,6-10 ans,2,5,3,Oui,Oui,Non,Non,13565.89,3500000.0
1107,Casablanca,Roches Noires,Appartements,111,117,6-10 ans,2,4,3,Non,Non,Non,Oui,11965.81,1400000.0
1108,Casablanca,Oulfa,Maisons et villas,300,300,21+ ans,3,5,3,Oui,Oui,Non,Non,9666.67,2900000.0
1109,Casablanca,Oulfa,Maisons et villas,300,300,21+ ans,3,5,3,Oui,Non,Non,Non,9166.67,2750000.0
1110,Casablanca,Oulfa,Maisons et villas,240,300,6-10 ans,3,4,3,Non,Non,Non,Non,14000.0,4200000.0
1111,Casablanca,Oulfa,Maisons et villas,460,310,11-20 ans,2,5,2,Non,Oui,Non,Oui,12903.23,4000000.0
1112,Casablanca,Oulfa,Maisons et villas,104,312,6-10 ans,3,3,2,Oui,Non,Non,Non,8974.36,2800000.0
1113,Casablanca,Oulfa,Maisons et villas,328,328,11-20 ans,4,6,4,Non,Non,Non,Non,5945.12,1950000.0
1114,Casablanca,Oulfa,Maisons et villas,344,344,1-5 ans,1,2,3,Non,Oui,Non,Oui,8430.23,2900000.0
1115,Casablanca,Oulfa,Maisons et villas,270,344,Neuf,3,5,3,Oui,Oui,Non,Oui,8139.53,2800000.0
1116,Casablanca,Oulfa,Maisons et villas,240,450,6-10 ans,2,5,3,Non,Non,Non,Oui,7777.78,3500000.0
1117,Casablanca,Oulfa,Maisons et villas,320,450,6-10 ans,3,4,4,Oui,Oui,Oui,Oui,10666.67,4800000.0
1118,Casablanca,Oulfa,Maisons et villas,121,484,11-20 ans,3,5,2,Oui,Non,Non,Non,9504.13,4600000.0
1119,Casablanca,Palmier,Appartements,50,50,Neuf,1,1,1,Non,Non,Non,Oui,22500.0,1125000.0
1120,Casablanca,Palmier,Appartements,45,59,Neuf,1,1,1,Non,Non,Non,Oui,18644.07,1100000.0
1121,Casablanca,Palmier,Appartements,57,60,21+ ans,1,1,1,Non,Non,Non,Oui,12540.0,752400.0
1122,Casablanca,Palmier,Appartements,58,60,21+ ans,1,1,1,Non,Non,Non,Oui,12635.0,758100.0
1123,Casablanca,Palmier,Appartements,122,122,11-20 ans,1,3,2,Non,Non,Non,Oui,17213.11,2100000.0
1124,Casablanca,Palmier,Appartements,119,132,1-5 ans,1,3,3,Non,Non,Non,Non,25000.0,3300000.0
1125,Casablanca,Palmier,Appartements,144,144,6-10 ans,2,2,2,Non,Non,Non,Oui,11041.67,1590000.0
1126,Casablanca,Palmier,Maisons et villas,488,488,21+ ans,5,6,5,Oui,Oui,Non,Oui,22000.0,10736000.0
1127,Casablanca,Polo,Maisons et villas,178,178,21+ ans,1,7,3,Oui,Non,Non,Oui,14044.94,2500000.0
1128,Casablanca,Polo,Maisons et villas,300,216,21+ ans,3,8,3,Oui,Oui,Non,Oui,15740.74,3400000.0
1129,Casablanca,Polo,Maisons et villas,127,234,Neuf,4,4,4,Oui,Oui,Non,Oui,15384.62,3600000.0
1130,Casablanca,Polo,Maisons et villas,250,250,21+ ans,3,7,3,Non,Non,Non,Non,11200.0,2800000.0
1131,Casablanca,Polo,Maisons et villas,400,363,6-10 ans,3,4,3,Non,Non,Non,Non,18870.52,6850000.0
1132,Casablanca,Polo,Maisons et villas,380,380,21+ ans,2,4,4,Non,Non,Non,Non,13684.21,5200000.0
1133,Casablanca,Polo,Maisons et villas,140,400,Neuf,4,5,3,Oui,Oui,Non,Oui,16500.0,6600000.0
1134,Casablanca,Polo,Maisons et villas,710,710,11-20 ans,4,10+,5,Oui,Oui,Non,Non,10563.38,7500000.0
1135,Casablanca,Polo,Maisons et villas,600,800,21+ ans,6,8,5,Oui,Oui,Non,Oui,10250.0,8200000.0
1136,Casablanca,Polo,Maisons et villas,500,800,11-20 ans,3,5,5,Oui,Oui,Oui,Oui,9875.0,7900000.0
1137,Casablanca,Polo,Maisons et villas,800,800,6-10 ans,5,7,6,Non,Non,Non,Non,10875.0,8700000.0
1138,Casablanca,Polo,Maisons et villas,400,870,21+ ans,3,4,4,Oui,Oui,Non,Oui,9195.4,8000000.0
1139,Casablanca,Quartier des Hôpitaux,Appartements,54,54,Neuf,1,1,1,Non,Non,Non,Oui,19601.85,1058500.0
1140,Casablanca,Quartier des Hôpitaux,Appartements,57,57,Neuf,1,1,1,Non,Non,Non,Oui,20214.91,1152250.0
1141,Casablanca,Quartier des Hôpitaux,Appartements,59,59,Neuf,1,1,1,Non,Non,Non,Non,19343.22,1141250.0
1142,Casablanca,Quartier des Hôpitaux,Appartements,75,81,6-10 ans,1,2,2,Non,Non,Non,Oui,16049.38,1300000.0
1143,Casablanca,Quartier des Hôpitaux,Appartements,87,87,Neuf,1,2,2,Non,Non,Non,Oui,16436.78,1430000.0
1144,Casablanca,Quartier des Hôpitaux,Appartements,109,109,11-20 ans,1,3,2,Non,Non,Non,Oui,13577.98,1480000.0
1145,Casablanca,Quartier des Hôpitaux,Appartements,130,130,11-20 ans,1,3,2,Non,Non,Non,Oui,12307.69,1600000.0
1146,Casablanca,Quartier des Hôpitaux,Appartements,90,139,11-20 ans,1,3,2,Non,Non,Non,Non,7913.67,1100000.0
1147,Casablanca,Quartier des Hôpitaux,Appartements,148,148,11-20 ans,2,3,2,Non,Non,Non,Oui,13513.51,2000000.0
1148,Casablanca,Quartier des Hôpitaux,Appartements,152,152,11-20 ans,1,3,2,Non,Non,Non,Oui,10197.37,1550000.0
1149,Casablanca,Quartier des Hôpitaux,Appartements,150,156,11-20 ans,2,3,2,Non,Non,Non,Non,13012.82,2030000.0
1150,Casablanca,Quartier des Hôpitaux,Appartements,164,170,21+ ans,2,3,2,Non,Non,Non,Oui,11470.59,1950000.0
1151,Casablanca,Quartier des Hôpitaux,Appartements,142,172,21+ ans,2,3,2,Non,Non,Non,Oui,10465.12,1800000.0
1152,Casablanca,Quartier des Hôpitaux,Appartements,152,177,21+ ans,2,4,2,Non,Non,Non,Oui,8870.06,1570000.0
1153,Casablanca,Quartier des Hôpitaux,Appartements,137,183,6-10 ans,1,3,1,Non,Non,Non,Non,8196.72,1500000.0
1154,Casablanca,Racine,Appartements,118,130,21+ ans,1,2,2,Non,Non,Non,Non,18461.54,2400000.0
1155,Casablanca,Racine,Appartements,68,132,11-20 ans,1,2,2,Non,Non,Non,Oui,15151.52,2000000.0
1156,Casablanca,Racine,Appartements,138,138,11-20 ans,1,3,2,Non,Non,Non,Oui,17753.62,2450000.0
1157,Casablanca,Racine,Appartements,135,140,6-10 ans,2,3,2,Non,Non,Non,Oui,25000.0,3500000.0
1158,Casablanca,Racine,Appartements,126,145,11-20 ans,2,3,3,Non,Non,Non,Non,15862.07,2300000.0
1159,Casablanca,Racine,Appartements,152,152,6-10 ans,2,3,2,Non,Non,Non,Oui,18421.05,2800000.0
1160,Casablanca,Racine,Appartements,147,160,6-10 ans,1,3,3,Non,Non,Non,Non,14375.0,2300000.0
1161,Casablanca,Racine,Appartements,168,168,11-20 ans,3,3,2,Non,Non,Non,Oui,14285.71,2400000.0
1162,Casablanca,Racine,Appartements,175,175,11-20 ans,2,3,2,Non,Non,Non,Non,12068.57,2112000.0
1163,Casablanca,Racine,Appartements,220,240,11-20 ans,3,4,3,Non,Non,Non,Non,20000.0,4800000.0
1164,Casablanca,Racine,Appartements,250,250,11-20 ans,3,3,3,Non,Non,Non,Non,14400.0,3600000.0
1165,Casablanca,Racine,Appartements,260,260,11-20 ans,1,3,3,Non,Non,Non,Oui,18461.54,4800000.0
1166,Casablanca,Racine,Appartements,260,260,11-20 ans,1,3,4,Non,Non,Non,Oui,19230.77,5000000.0
1167,Casablanca,Racine,Appartements,260,260,11-20 ans,1,3,4,Non,Non,Non,Oui,19230.77,5000000.0
1168,Casablanca,Roches Noires,Appartements,62,62,Neuf,1,2,1,Non,Non,Non,Non,11935.48,740000.0
1169,Casablanca,Sidi Maarouf,Appartements,60,60,6-10 ans,1,2,1,Non,Non,Non,Non,12500.0,750000.0
1170,Casablanca,Roches Noires,Appartements,72,72,11-20 ans,1,2,1,Non,Non,Non,Oui,10833.33,780000.0
1171,Casablanca,Roches Noires,Appartements,75,75,Neuf,1,2,2,Non,Non,Non,Non,11760.0,882000.0
1172,Casablanca,Roches Noires,Appartements,76,76,21+ ans,1,2,1,Non,Non,Non,Non,7894.74,600000.0
1173,Casablanca,Sidi Maarouf,Maisons et villas,64,70,6-10 ans,2,4,2,Oui,Non,Non,Non,20000.0,1400000.0
1174,Casablanca,Sidi Maarouf,Appartements,70,70,Neuf,2,2,2,Non,Non,Non,Oui,10000.0,700000.0
1175,Casablanca,Sidi Maarouf,Maisons et villas,70,72,6-10 ans,2,3,2,Oui,Non,Non,Non,19444.44,1400000.0
1176,Casablanca,Roches Noires,Appartements,78,78,6-10 ans,1,2,1,Non,Non,Non,Oui,10000.0,780000.0
1177,Casablanca,Sidi Bernoussi,Appartements,90,90,6-10 ans,1,2,2,Non,Non,Non,Non,9222.22,830000.0
1178,Casablanca,Roches Noires,Appartements,78,78,Neuf,1,2,2,Non,Non,Non,Non,11435.9,892000.0
1179,Casablanca,Roches Noires,Appartements,80,80,6-10 ans,1,2,1,Non,Non,Non,Non,9250.0,740000.0
1180,Casablanca,Roches Noires,Appartements,74,81,11-20 ans,1,3,1,Non,Non,Non,Oui,6913.58,560000.0
1181,Casablanca,Sidi Maarouf,Maisons et villas,80,80,11-20 ans,3,3,3,Oui,Non,Non,Oui,37500.0,3000000.0
1182,Casablanca,Roches Noires,Appartements,82,82,Neuf,1,2,2,Non,Non,Non,Oui,10951.22,898000.0
1183,Casablanca,Roches Noires,Appartements,78,82,6-10 ans,1,2,1,Non,Non,Non,Oui,10609.76,870000.0
1184,Casablanca,Roches Noires,Appartements,84,84,6-10 ans,1,2,1,Non,Non,Non,Oui,9761.9,820000.0
1185,Casablanca,Sidi Maarouf,Appartements,113,113,6-10 ans,1,3,2,Non,Non,Non,Non,8230.09,930000.0
1186,Casablanca,Sidi Maarouf,Maisons et villas,120,120,6-10 ans,2,6,2,Non,Non,Non,Non,23333.33,2800000.0
